c1,c2,stim,isPlural
quarter,staff,quarterstaff,0
tip,staff,tipstaff,0
flag,staffs,flagstaffs,1
pike,staffs,pikestaffs,1
back,stage,backstage,0
down,stage,downstage,0
off,stage,offstage,0
off,stages,offstages,1
blood,stain,bloodstain,0
blood,stains,bloodstains,1
back,stairs,backstairs,1
grub,stake,grubstake,0
sweep,stakes,sweepstakes,1
corn,stalk,cornstalk,0
root,stalk,rootstalk,0
bean,stalk,beanstalk,0
leaf,stalk,leafstalk,0
deer,stalker,deerstalker,0
deer,stalkers,deerstalkers,1
deer,stalking,deerstalking,0
leaf,stalks,leafstalks,1
corn,stalks,cornstalks,1
bean,stalks,beanstalks,1
finger,stall,fingerstall,0
front,stall,frontstall,0
foot,stall,footstall,0
book,stall,bookstall,0
head,stall,headstall,0
thumb,stall,thumbstall,0
head,stalls,headstalls,1
book,stalls,bookstalls,1
hand,stamp,handstamp,0
happen,stance,happenstance,0
happen,stances,happenstances,1
hand,stand,handstand,0
kick,stand,kickstand,0
head,stand,headstand,0
cab,stand,cabstand,0
ink,stand,inkstand,0
hall,stand,hallstand,0
news,stand,newsstand,0
band,stand,bandstand,0
grand,stand,grandstand,0
wash,stand,washstand,0
taxi,stand,taxistand,0
grand,stander,grandstander,0
with,stander,withstander,0
under,standing,understanding,0
under,standings,understandings,1
ink,stands,inkstands,1
band,stands,bandstands,1
cab,stands,cabstands,1
kick,stands,kickstands,1
wash,stands,washstands,1
head,stands,headstands,1
grand,stands,grandstands,1
news,stands,newsstands,1
hand,stands,handstands,1
load,star,loadstar,0
pole,star,polestar,0
day,star,daystar,0
earth,star,earthstar,0
super,star,superstar,0
lode,star,lodestar,0
corn,starch,cornstarch,0
lode,stars,lodestars,1
pole,stars,polestars,1
jump,start,jumpstart,0
red,start,redstart,0
tung,state,tungstate,0
over,statement,overstatement,0
under,statement,understatement,0
over,statements,overstatements,1
under,statements,understatements,1
out,station,outstation,0
work,station,workstation,0
work,stations,workstations,1
main,stay,mainstay,0
back,stay,backstay,0
main,stays,mainstays,1
bed,stead,bedstead,0
home,stead,homestead,0
farm,stead,farmstead,0
road,stead,roadstead,0
bed,steads,bedsteads,1
home,steads,homesteads,1
farm,steads,farmsteads,1
chop,steak,chopsteak,0
beef,steak,beefsteak,0
beef,steaks,beefsteaks,1
brain,stem,brainstem,0
blue,stem,bluestem,0
quick,step,quickstep,0
lock,step,lockstep,0
foot,step,footstep,0
door,step,doorstep,0
side,step,sidestep,0
foot,steps,footsteps,1
side,steps,sidesteps,1
door,steps,doorsteps,1
quick,steps,quicksteps,1
bread,stick,breadstick,0
dip,stick,dipstick,0
joy,stick,joystick,0
fiddle,stick,fiddlestick,0
night,stick,nightstick,0
candle,stick,candlestick,0
metre,stick,metrestick,0
drum,stick,drumstick,0
gear,stick,gearstick,0
meter,stick,meterstick,0
walking,stick,walkingstick,0
yard,stick,yardstick,0
match,stick,matchstick,0
chop,stick,chopstick,0
slap,stick,slapstick,0
lip,stick,lipstick,0
maul,stick,maulstick,0
slip,stick,slipstick,0
billy,stick,billystick,0
broom,stick,broomstick,0
single,stick,singlestick,0
pig,sticking,pigsticking,0
drum,sticks,drumsticks,1
joy,sticks,joysticks,1
broom,sticks,broomsticks,1
lip,sticks,lipsticks,1
match,sticks,matchsticks,1
night,sticks,nightsticks,1
yard,sticks,yardsticks,1
candle,sticks,candlesticks,1
chop,sticks,chopsticks,1
dip,sticks,dipsticks,1
pig,sties,pigsties,1
turn,stile,turnstile,0
turn,stiles,turnstiles,1
stand,still,standstill,0
stand,stills,standstills,1
hem,stitch,hemstitch,0
whip,stitch,whipstitch,0
lock,stitch,lockstitch,0
back,stitch,backstitch,0
hem,stitches,hemstitches,1
hem,stitching,hemstitching,0
whip,stitching,whipstitching,0
gun,stock,gunstock,0
pen,stock,penstock,0
feed,stock,feedstock,0
blood,stock,bloodstock,0
die,stock,diestock,0
tail,stock,tailstock,0
live,stock,livestock,0
head,stock,headstock,0
rudder,stock,rudderstock,0
bit,stock,bitstock,0
root,stock,rootstock,0
laughing,stock,laughingstock,0
blue,stocking,bluestocking,0
blue,stockings,bluestockings,1
laughing,stocks,laughingstocks,1
sand,stone,sandstone,0
lime,stone,limestone,0
kerb,stone,kerbstone,0
sun,stone,sunstone,0
blood,stone,bloodstone,0
gall,stone,gallstone,0
bile,stone,bilestone,0
cope,stone,copestone,0
break,stone,breakstone,0
oil,stone,oilstone,0
jade,stone,jadestone,0
clay,stone,claystone,0
whet,stone,whetstone,0
hail,stone,hailstone,0
load,stone,loadstone,0
tomb,stone,tombstone,0
mile,stone,milestone,0
grit,stone,gritstone,0
grind,stone,grindstone,0
head,stone,headstone,0
rotten,stone,rottenstone,0
cap,stone,capstone,0
gem,stone,gemstone,0
cherry,stone,cherrystone,0
brown,stone,brownstone,0
holy,stone,holystone,0
gold,stone,goldstone,0
drip,stone,dripstone,0
marl,stone,marlstone,0
soap,stone,soapstone,0
moon,stone,moonstone,0
mill,stone,millstone,0
turn,stone,turnstone,0
cobble,stone,cobblestone,0
lode,stone,lodestone,0
cling,stone,clingstone,0
touch,stone,touchstone,0
grave,stone,gravestone,0
flag,stone,flagstone,0
hearth,stone,hearthstone,0
whin,stone,whinstone,0
key,stone,keystone,0
free,stone,freestone,0
horn,stone,hornstone,0
flint,stone,flintstone,0
pitch,stone,pitchstone,0
field,stone,fieldstone,0
chalk,stone,chalkstone,0
blue,stone,bluestone,0
curb,stone,curbstone,0
fire,stone,firestone,0
corner,stone,cornerstone,0
silt,stone,siltstone,0
mere,stone,merestone,0
jack,stones,jackstones,1
curb,stones,curbstones,1
cap,stones,capstones,1
mile,stones,milestones,1
brown,stones,brownstones,1
sand,stones,sandstones,1
flag,stones,flagstones,1
mill,stones,millstones,1
holy,stones,holystones,1
touch,stones,touchstones,1
hail,stones,hailstones,1
key,stones,keystones,1
gall,stones,gallstones,1
corner,stones,cornerstones,1
grave,stones,gravestones,1
head,stones,headstones,1
cobble,stones,cobblestones,1
gem,stones,gemstones,1
hearth,stones,hearthstones,1
free,stones,freestones,1
whet,stones,whetstones,1
tomb,stones,tombstones,1
lode,stones,lodestones,1
moon,stones,moonstones,1
grind,stones,grindstones,1
camp,stool,campstool,0
foot,stool,footstool,0
toad,stool,toadstool,0
foot,stools,footstools,1
toad,stools,toadstools,1
back,stop,backstop,0
door,stop,doorstop,0
short,stop,shortstop,0
door,stopper,doorstopper,0
show,stopper,showstopper,0
short,stops,shortstops,1
back,stops,backstops,1
door,stops,doorstops,1
book,store,bookstore,0
drug,store,drugstore,0
book,stores,bookstores,1
drug,stores,drugstores,1
brain,storm,brainstorm,0
thunder,storm,thunderstorm,0
hail,storm,hailstorm,0
snow,storm,snowstorm,0
sand,storm,sandstorm,0
fire,storm,firestorm,0
wind,storm,windstorm,0
rain,storm,rainstorm,0
barn,stormer,barnstormer,0
barn,stormers,barnstormers,1
brain,storming,brainstorming,0
brain,storms,brainstorms,1
wind,storms,windstorms,1
hail,storms,hailstorms,1
sand,storms,sandstorms,1
rain,storms,rainstorms,1
snow,storms,snowstorms,1
fire,storms,firestorms,1
thunder,storms,thunderstorms,1
clear,story,clearstory,0
oil,stove,oilstove,0
cook,stove,cookstove,0
eye,strain,eyestrain,0
over,strain,overstrain,0
watch,strap,watchstrap,0
boot,strap,bootstrap,0
jock,strap,jockstrap,0
boot,straps,bootstraps,1
jock,straps,jockstraps,1
watch,straps,watchstraps,1
jack,straw,jackstraw,0
bed,straw,bedstraw,0
jack,straws,jackstraws,1
hair,streak,hairstreak,0
air,stream,airstream,0
head,stream,headstream,0
blood,stream,bloodstream,0
main,stream,mainstream,0
slip,stream,slipstream,0
mid,stream,midstream,0
blood,streams,bloodstreams,1
main,streams,mainstreams,1
slip,streams,slipstreams,1
home,stretch,homestretch,0
home,stretches,homestretches,1
loose,strife,loosestrife,0
ham,string,hamstring,0
draw,string,drawstring,0
shoe,string,shoestring,0
bow,string,bowstring,0
latch,string,latchstring,0
draw,strings,drawstrings,1
ham,strings,hamstrings,1
heart,strings,heartstrings,1
bow,strings,bowstrings,1
shoe,strings,shoestrings,1
air,strip,airstrip,0
weather,strip,weatherstrip,0
pin,stripe,pinstripe,0
pin,stripes,pinstripes,1
weather,stripping,weatherstripping,0
air,strips,airstrips,1
breast,stroke,breaststroke,0
heat,stroke,heatstroke,0
master,stroke,masterstroke,0
down,stroke,downstroke,0
side,stroke,sidestroke,0
sun,stroke,sunstroke,0
back,stroke,backstroke,0
key,stroke,keystroke,0
breast,strokes,breaststrokes,1
master,strokes,masterstrokes,1
back,strokes,backstrokes,1
key,strokes,keystrokes,1
side,strokes,sidestrokes,1
under,structure,understructure,0
under,studies,understudies,1
under,study,understudy,0
bread,stuff,breadstuff,0
dye,stuff,dyestuff,0
food,stuff,foodstuff,0
food,stuffs,foodstuffs,1
dye,stuffs,dyestuffs,1
pig,sty,pigsty,0
life,style,lifestyle,0
hair,style,hairstyle,0
free,style,freestyle,0
life,styles,lifestyles,1
hair,styles,hairstyles,1
free,styles,freestyles,1
hair,stylist,hairstylist,0
hair,stylists,hairstylists,1
none,such,nonesuch,0
honey,sucker,honeysucker,0
goat,sucker,goatsucker,0
cock,sucker,cocksucker,0
shark,sucker,sharksucker,0
lump,sucker,lumpsucker,0
blood,sucker,bloodsucker,0
sap,sucker,sapsucker,0
whale,sucker,whalesucker,0
blood,suckers,bloodsuckers,1
sap,suckers,sapsuckers,1
honey,suckle,honeysuckle,0
honey,suckles,honeysuckles,1
soap,suds,soapsuds,1
boiler,suit,boilersuit,0
sweat,suit,sweatsuit,0
law,suit,lawsuit,0
sun,suit,sunsuit,0
swim,suit,swimsuit,0
space,suit,spacesuit,0
pant,suit,pantsuit,0
play,suit,playsuit,0
snow,suit,snowsuit,0
jump,suit,jumpsuit,0
swim,suits,swimsuits,1
jump,suits,jumpsuits,1
space,suits,spacesuits,1
law,suits,lawsuits,1
snow,suits,snowsuits,1
pant,suits,pantsuits,1
check,sum,checksum,0
mid,summer,midsummer,0
over,supplies,oversupplies,1
over,supply,oversupply,0
under,surface,undersurface,0
boat,swain,boatswain,0
cox,swain,coxswain,0
cox,swains,coxswains,1
boat,swains,boatswains,1
green,sward,greensward,0
fly,swat,flyswat,0
fly,swatter,flyswatter,0
fly,swatters,flyswatters,1
sport,swear,sportswear,0
chimney,sweep,chimneysweep,0
mine,sweeper,minesweeper,0
chimney,sweeper,chimneysweeper,0
mine,sweepers,minesweepers,1
mine,sweeping,minesweeping,0
bitter,sweet,bittersweet,0
bitter,sweets,bittersweets,1
pig,swill,pigswill,0
back,swimmer,backswimmer,0
down,swing,downswing,0
down,swings,downswings,1
side,swipe,sideswipe,0
side,swipes,sideswipes,1
back,sword,backsword,0
broad,sword,broadsword,0
silver,sword,silversword,0
pas,sword,password,0
pas,swords,passwords,1
broad,swords,broadswords,1
time,table,timetable,0
work,table,worktable,0
turn,table,turntable,0
round,table,roundtable,0
round,tables,roundtables,1
turn,tables,turntables,1
work,tables,worktables,1
time,tables,timetables,1
tin,tack,tintack,0
hays,tack,haystack,0
smokes,tack,smokestack,0
chimneys,tack,chimneystack,0
thumb,tack,thumbtack,0
tick,tack,ticktack,0
hard,tack,hardtack,0
thumb,tacks,thumbtacks,1
smokes,tacks,smokestacks,1
hays,tacks,haystacks,1
rag,tag,ragtag,0
rag,tags,ragtags,1
ring,tail,ringtail,0
cat,tail,cattail,0
coat,tail,coattail,0
black,tail,blacktail,0
rat,tail,rattail,0
broad,tail,broadtail,0
cock,tail,cocktail,0
horse,tail,horsetail,0
bristle,tail,bristletail,0
square,tail,squaretail,0
triple,tail,tripletail,0
bob,tail,bobtail,0
whip,tail,whiptail,0
scissor,tail,scissortail,0
spring,tail,springtail,0
wag,tail,wagtail,0
bang,tail,bangtail,0
fan,tail,fantail,0
free,tail,freetail,0
hair,tail,hairtail,0
fox,tail,foxtail,0
brown,tail,browntail,0
sprig,tail,sprigtail,0
red,tail,redtail,0
yellow,tail,yellowtail,0
white,tail,whitetail,0
pin,tail,pintail,0
pen,tail,pentail,0
swallow,tail,swallowtail,0
flicker,tail,flickertail,0
dove,tail,dovetail,0
shirt,tail,shirttail,0
pony,tail,ponytail,0
cotton,tail,cottontail,0
sword,tail,swordtail,0
pig,tail,pigtail,0
horse,tails,horsetails,1
shirt,tails,shirttails,1
bob,tails,bobtails,1
cat,tails,cattails,1
swallow,tails,swallowtails,1
fan,tails,fantails,1
coat,tails,coattails,1
cock,tails,cocktails,1
white,tails,whitetails,1
cotton,tails,cottontails,1
pony,tails,ponytails,1
dove,tails,dovetails,1
wag,tails,wagtails,1
pig,tails,pigtails,1
grubs,take,grubstake,0
stock,take,stocktake,0
stock,taker,stocktaker,0
under,taker,undertaker,0
care,taker,caretaker,0
care,takers,caretakers,1
under,takers,undertakers,1
sweeps,takes,sweepstakes,1
under,taking,undertaking,0
over,taking,overtaking,0
stock,taking,stocktaking,0
under,takings,undertakings,1
tattle,tale,tattletale,0
fairy,tale,fairytale,0
tell,tale,telltale,0
folk,tale,folktale,0
folk,tales,folktales,1
tell,tales,telltales,1
tattle,tales,tattletales,1
corns,talk,cornstalk,0
leafs,talk,leafstalk,0
baby,talk,babytalk,0
roots,talk,rootstalk,0
beans,talk,beanstalk,0
cross,talk,crosstalk,0
back,talk,backtalk,0
deers,talker,deerstalker,0
code,talker,codetalker,0
wind,talker,windtalker,0
deers,talkers,deerstalkers,1
deers,talking,deerstalking,0
leafs,talks,leafstalks,1
beans,talks,beanstalks,1
corns,talks,cornstalks,1
fronts,tall,frontstall,0
foots,tall,footstall,0
books,tall,bookstall,0
fingers,tall,fingerstall,0
thumbs,tall,thumbstall,0
heads,tall,headstall,0
hands,tamp,handstamp,0
sun,tan,suntan,0
sun,tans,suntans,1
wire,tap,wiretap,0
video,tape,videotape,0
video,tapes,videotapes,1
wire,tapper,wiretapper,0
wire,tappers,wiretappers,1
wire,taps,wiretaps,1
lodes,tar,lodestar,0
poles,tar,polestar,0
earths,tar,earthstar,0
days,tar,daystar,0
loads,tar,loadstar,0
supers,tar,superstar,0
poles,tars,polestars,1
lodes,tars,lodestars,1
jumps,tart,jumpstart,0
reds,tart,redstart,0
after,taste,aftertaste,0
after,tastes,aftertastes,1
fore,tastes,foretastes,1
school,teacher,schoolteacher,0
school,teachers,schoolteachers,1
chops,teak,chopsteak,0
beefs,teak,beefsteak,0
beefs,teaks,beefsteaks,1
strip,tease,striptease,0
prick,teaser,prickteaser,0
strip,teaser,stripteaser,0
strip,teasers,stripteasers,1
strip,teases,stripteases,1
eye,teeth,eyeteeth,1
buck,teeth,buckteeth,1
radio,telephone,radiotelephone,0
fortune,teller,fortuneteller,0
tale,teller,taleteller,0
story,teller,storyteller,0
story,tellers,storytellers,1
fortune,tellers,fortunetellers,1
fortune,telling,fortunetelling,0
goal,tender,goaltender,0
bar,tender,bartender,0
goal,tenders,goaltenders,1
bar,tenders,bartenders,1
mid,term,midterm,0
mid,terms,midterms,1
bull,terrier,bullterrier,0
radio,therapist,radiotherapist,0
aroma,therapy,aromatherapy,0
play,thing,plaything,0
play,things,playthings,1
double,think,doublethink,0
group,think,groupthink,0
free,thinker,freethinker,0
free,thinkers,freethinkers,1
free,thinking,freethinking,0
pes,thole,pesthole,0
black,thorn,blackthorn,0
white,thorn,whitethorn,0
box,thorn,boxthorn,0
haw,thorn,hawthorn,0
fire,thorn,firethorn,0
buck,thorn,buckthorn,0
haw,thorns,hawthorns,1
black,thorns,blackthorns,1
boo,those,boothose,1
after,thought,afterthought,0
after,thoughts,afterthoughts,1
gold,thread,goldthread,0
pack,thread,packthread,0
spend,thrift,spendthrift,0
spend,thrifts,spendthrifts,1
cut,throat,cutthroat,0
yellow,throat,yellowthroat,0
blue,throat,bluethroat,0
white,throat,whitethroat,0
cut,throats,cutthroats,1
heart,throb,heartthrob,0
heart,throbs,heartthrobs,1
break,through,breakthrough,0
over,throw,overthrow,0
flame,thrower,flamethrower,0
flame,throwers,flamethrowers,1
over,throws,overthrows,1
breads,tick,breadstick,0
blue,tick,bluetick,0
chops,tick,chopstick,0
fiddles,tick,fiddlestick,0
lips,tick,lipstick,0
singles,tick,singlestick,0
joys,tick,joystick,0
nights,tick,nightstick,0
drums,tick,drumstick,0
yards,tick,yardstick,0
mauls,tick,maulstick,0
meters,tick,meterstick,0
down,tick,downtick,0
candles,tick,candlestick,0
slaps,tick,slapstick,0
slips,tick,slipstick,0
brooms,tick,broomstick,0
gears,tick,gearstick,0
dips,tick,dipstick,0
pigs,ticking,pigsticking,0
chops,ticks,chopsticks,1
yards,ticks,yardsticks,1
brooms,ticks,broomsticks,1
joys,ticks,joysticks,1
nights,ticks,nightsticks,1
candles,ticks,candlesticks,1
lips,ticks,lipsticks,1
dips,ticks,dipsticks,1
drums,ticks,drumsticks,1
even,tide,eventide,0
under,tide,undertide,0
noon,tide,noontide,0
spring,tide,springtide,0
ebb,tide,ebbtide,0
rip,tide,riptide,0
rip,tides,riptides,1
cross,tie,crosstie,0
neck,tie,necktie,0
bow,tie,bowtie,0
neck,ties,neckties,1
pigs,ties,pigsties,1
man,tiger,mantiger,0
stick,tight,sticktight,0
pan,tile,pantile,0
turns,tile,turnstile,0
turns,tiles,turnstiles,1
stands,till,standstill,0
stands,tills,standstills,1
over,time,overtime,0
tea,time,teatime,0
lunch,time,lunchtime,0
school,time,schooltime,0
life,time,lifetime,0
meal,time,mealtime,0
play,time,playtime,0
night,time,nighttime,0
bed,time,bedtime,0
seed,time,seedtime,0
dinner,time,dinnertime,0
spring,time,springtime,0
summer,time,summertime,0
show,time,showtime,0
peace,time,peacetime,0
mean,time,meantime,0
winter,time,wintertime,0
rag,time,ragtime,0
half,time,halftime,0
supper,time,suppertime,0
day,time,daytime,0
war,time,wartime,0
down,time,downtime,0
old,timer,oldtimer,0
bed,times,bedtimes,1
meal,times,mealtimes,1
day,times,daytimes,1
lunch,times,lunchtimes,1
life,times,lifetimes,1
over,times,overtimes,1
tea,times,teatimes,1
half,times,halftimes,1
babysit,ting,babysitting,0
finger,tip,fingertip,0
silver,tip,silvertip,0
tidy,tips,tidytips,1
finger,tips,fingertips,1
tom,tit,tomtit,0
bush,tit,bushtit,0
whips,titch,whipstitch,0
locks,titch,lockstitch,0
hems,titch,hemstitch,0
backs,titch,backstitch,0
hems,titches,hemstitches,1
tom,tits,tomtits,1
hammer,toe,hammertoe,0
tip,toe,tiptoe,0
tip,toes,tiptoes,1
pussy,toes,pussytoes,1
hammer,toes,hammertoes,1
over,tolerance,overtolerance,0
won,ton,wonton,0
oils,tone,oilstone,0
bloods,tone,bloodstone,0
horns,tone,hornstone,0
caps,tone,capstone,0
whets,tone,whetstone,0
clays,tone,claystone,0
browns,tone,brownstone,0
frees,tone,freestone,0
grinds,tone,grindstone,0
meres,tone,merestone,0
chalks,tone,chalkstone,0
fires,tone,firestone,0
hails,tone,hailstone,0
mills,tone,millstone,0
clings,tone,clingstone,0
loads,tone,loadstone,0
limes,tone,limestone,0
heads,tone,headstone,0
curbs,tone,curbstone,0
marls,tone,marlstone,0
moons,tone,moonstone,0
sands,tone,sandstone,0
soaps,tone,soapstone,0
under,tone,undertone,0
turns,tone,turnstone,0
over,tone,overtone,0
hearths,tone,hearthstone,0
miles,tone,milestone,0
copes,tone,copestone,0
tombs,tone,tombstone,0
breaks,tone,breakstone,0
flags,tone,flagstone,0
blues,tone,bluestone,0
rottens,tone,rottenstone,0
silts,tone,siltstone,0
keys,tone,keystone,0
graves,tone,gravestone,0
suns,tone,sunstone,0
galls,tone,gallstone,0
half,tone,halftone,0
cobbles,tone,cobblestone,0
lodes,tone,lodestone,0
drips,tone,dripstone,0
corners,tone,cornerstone,0
gems,tone,gemstone,0
flints,tone,flintstone,0
fields,tone,fieldstone,0
jades,tone,jadestone,0
grits,tone,gritstone,0
golds,tone,goldstone,0
moons,tones,moonstones,1
cobbles,tones,cobblestones,1
sands,tones,sandstones,1
gems,tones,gemstones,1
graves,tones,gravestones,1
heads,tones,headstones,1
hearths,tones,hearthstones,1
keys,tones,keystones,1
half,tones,halftones,1
miles,tones,milestones,1
flags,tones,flagstones,1
frees,tones,freestones,1
curbs,tones,curbstones,1
browns,tones,brownstones,1
galls,tones,gallstones,1
under,tones,undertones,1
mills,tones,millstones,1
tombs,tones,tombstones,1
jacks,tones,jackstones,1
whets,tones,whetstones,1
corners,tones,cornerstones,1
caps,tones,capstones,1
grinds,tones,grindstones,1
lodes,tones,lodestones,1
over,tones,overtones,1
hails,tones,hailstones,1
blue,tongue,bluetongue,0
earth,tongue,earthtongue,0
camps,tool,campstool,0
toads,tool,toadstool,0
foots,tool,footstool,0
toads,tools,toadstools,1
foots,tools,footstools,1
saw,tooth,sawtooth,0
eye,tooth,eyetooth,0
saber,tooth,sabertooth,0
dog,tooth,dogtooth,0
buck,tooth,bucktooth,0
backs,top,backstop,0
carrot,top,carrottop,0
flat,top,flattop,0
hill,top,hilltop,0
tree,top,treetop,0
hard,top,hardtop,0
house,top,housetop,0
tip,top,tiptop,0
doors,top,doorstop,0
desk,top,desktop,0
black,top,blacktop,0
lap,top,laptop,0
screw,top,screwtop,0
table,top,tabletop,0
roof,top,rooftop,0
shorts,top,shortstop,0
feather,top,feathertop,0
doors,topper,doorstopper,0
shows,topper,showstopper,0
black,topping,blacktopping,0
desk,tops,desktops,1
black,tops,blacktops,1
house,tops,housetops,1
doors,tops,doorstops,1
tip,tops,tiptops,1
flat,tops,flattops,1
hard,tops,hardtops,1
roof,tops,rooftops,1
lap,tops,laptops,1
backs,tops,backstops,1
tree,tops,treetops,1
table,tops,tabletops,1
hill,tops,hilltops,1
shorts,tops,shortstops,1
blow,torch,blowtorch,0
blow,torches,blowtorches,1
books,tore,bookstore,0
drugs,tore,drugstore,0
teeter,totter,teetertotter,0
shoo,tout,shootout,0
under,tow,undertow,0
dish,towel,dishtowel,0
dish,towels,dishtowels,1
watch,tower,watchtower,0
watch,towers,watchtowers,1
down,town,downtown,0
cow,town,cowtown,0
home,town,hometown,0
shanty,town,shantytown,0
shanty,towns,shantytowns,1
home,towns,hometowns,1
under,tows,undertows,1
zoo,toxin,zootoxin,0
sound,track,soundtrack,0
side,track,sidetrack,0
race,track,racetrack,0
sound,tracks,soundtracks,1
side,tracks,sidetracks,1
race,tracks,racetracks,1
con,trail,contrail,0
overs,train,overstrain,0
gear,train,geartrain,0
eyes,train,eyestrain,0
clap,trap,claptrap,0
boots,trap,bootstrap,0
jocks,trap,jockstrap,0
man,trap,mantrap,0
fire,trap,firetrap,0
mouse,trap,mousetrap,0
fly,trap,flytrap,0
death,trap,deathtrap,0
sun,trap,suntrap,0
rat,trap,rattrap,0
mouse,traps,mousetraps,1
jocks,traps,jockstraps,1
boots,traps,bootstraps,1
man,traps,mantraps,1
fire,traps,firetraps,1
rat,traps,rattraps,1
sun,traps,suntraps,1
death,traps,deathtraps,1
ice,tray,icetray,0
ash,tray,ashtray,0
ash,trays,ashtrays,1
sigh,treader,sightreader,0
axle,tree,axletree,0
double,tree,doubletree,0
shoe,tree,shoetree,0
roof,tree,rooftree,0
axle,trees,axletrees,1
shoe,trees,shoetrees,1
weathers,trip,weatherstrip,0
airs,trip,airstrip,0
pins,tripe,pinstripe,0
weathers,tripping,weatherstripping,0
airs,trips,airstrips,1
para,trooper,paratrooper,0
para,troopers,paratroopers,1
para,troops,paratroops,1
fox,trot,foxtrot,0
hear,trot,heartrot,0
dog,trot,dogtrot,0
fox,trots,foxtrots,1
dog,trots,dogtrots,1
globe,trotter,globetrotter,0
globe,trotters,globetrotters,1
motor,truck,motortruck,0
wash,tub,washtub,0
bath,tub,bathtub,0
blow,tube,blowtube,0
bath,tubs,bathtubs,1
wash,tubs,washtubs,1
foods,tuff,foodstuff,0
breads,tuff,breadstuff,0
dyes,tuff,dyestuff,0
candy,tuft,candytuft,0
star,tup,startup,0
lily,turf,lilyturf,0
over,turn,overturn,0
down,turn,downturn,0
over,turns,overturns,1
down,turns,downturns,1
war,tweed,wartweed,0
rabbi,tweed,rabbitweed,0
grand,uncle,granduncle,0
grand,uncles,granduncles,1
speed,ups,speedups,1
grown,ups,grownups,1
lock,ups,lockups,1
pile,ups,pileups,1
make,ups,makeups,1
check,ups,checkups,1
pick,ups,pickups,1
break,ups,breakups,1
stick,ups,stickups,1
start,ups,startups,1
line,ups,lineups,1
build,ups,buildups,1
hook,ups,hookups,1
mark,ups,markups,1
overt,urn,overturn,0
overt,urns,overturns,1
over,use,overuse,0
over,uses,overuses,1
over,valuation,overvaluation,0
under,valuation,undervaluation,0
over,valuations,overvaluations,1
weather,vane,weathervane,0
mid,vein,midvein,0
news,vendor,newsvendor,0
over,view,overview,0
over,views,overviews,1
splits,ville,splitsville,0
grape,vine,grapevine,0
silver,vine,silvervine,0
quarter,vine,quartervine,0
grape,vines,grapevines,1
lyssa,virus,lyssavirus,1
pox,virus,poxvirus,0
arena,virus,arenavirus,0
arbor,vitae,arborvitae,1
tight,wad,tightwad,0
tight,wads,tightwads,1
band,wagon,bandwagon,0
battle,wagon,battlewagon,0
milk,wagon,milkwagon,0
band,wagons,bandwagons,1
boats,wain,boatswain,0
boats,wains,boatswains,1
panty,waist,pantywaist,0
shirt,waist,shirtwaist,0
panty,waists,pantywaists,1
shirt,waists,shirtwaists,1
dumb,waiter,dumbwaiter,0
head,waiter,headwaiter,0
head,waiters,headwaiters,1
dumb,waiters,dumbwaiters,1
gun,wale,gunwale,0
gun,wales,gunwales,1
side,walk,sidewalk,0
board,walk,boardwalk,0
cat,walk,catwalk,0
moon,walk,moonwalk,0
sky,walk,skywalk,0
sheep,walk,sheepwalk,0
rope,walk,ropewalk,0
cake,walk,cakewalk,0
cross,walk,crosswalk,0
floor,walker,floorwalker,0
sleep,walker,sleepwalker,0
rope,walker,ropewalker,0
night,walker,nightwalker,0
jay,walker,jaywalker,0
shop,walker,shopwalker,0
space,walker,spacewalker,0
street,walker,streetwalker,0
floor,walkers,floorwalkers,1
street,walkers,streetwalkers,1
jay,walkers,jaywalkers,1
sleep,walkers,sleepwalkers,1
sleep,walking,sleepwalking,0
side,walks,sidewalks,1
board,walks,boardwalks,1
cross,walks,crosswalks,1
cat,walks,catwalks,1
moon,walks,moonwalks,1
cake,walks,cakewalks,1
foot,wall,footwall,0
sea,wall,seawall,0
side,wall,sidewall,0
fire,wall,firewall,0
dry,wall,drywall,0
stone,walling,stonewalling,0
dry,walls,drywalls,1
fire,walls,firewalls,1
sea,walls,seawalls,1
side,walls,sidewalls,1
west,ward,westward,0
greens,ward,greensward,0
church,warden,churchwarden,0
church,wardens,churchwardens,1
dish,ware,dishware,0
flat,ware,flatware,0
china,ware,chinaware,0
cook,ware,cookware,0
copper,ware,copperware,0
iron,ware,ironware,0
glass,ware,glassware,0
kitchen,ware,kitchenware,0
agate,ware,agateware,0
firm,ware,firmware,0
luster,ware,lusterware,0
table,ware,tableware,0
free,ware,freeware,0
willow,ware,willowware,0
wooden,ware,woodenware,0
hard,ware,hardware,0
crackle,ware,crackleware,0
tin,ware,tinware,0
oven,ware,ovenware,0
dinner,ware,dinnerware,0
earthen,ware,earthenware,0
granite,ware,graniteware,0
group,ware,groupware,0
metal,ware,metalware,0
spy,ware,spyware,0
hollow,ware,hollowware,0
clay,ware,clayware,0
silver,ware,silverware,0
stone,ware,stoneware,0
share,ware,shareware,0
enamel,ware,enamelware,0
soft,ware,software,0
lacquer,ware,lacquerware,0
cook,wares,cookwares,1
house,warming,housewarming,0
worry,wart,worrywart,0
worry,warts,worrywarts,1
white,wash,whitewash,0
back,wash,backwash,0
mouth,wash,mouthwash,0
eye,wash,eyewash,0
hog,wash,hogwash,0
pig,wash,pigwash,0
black,wash,blackwash,0
dish,washer,dishwasher,0
